cod_a,cod_b,Direccion,Nivel,Escuela,Cupos Mensuales modulos alimentarios,Cupos por día Comedor,Cupos por día Desayuno/Merienda,Cupos Patios Abiertos/Coros y Orquestas Sábado,DMC+COMEDOR,ZONA,lat,lon,geocode_display,Calle,Altura,Localidad,Provincia,Direccion_formateada
,,Azamor 297,PP,79,300,300,365,0,665,3,-34.7153972,-58.4685876,"Azamor, Ingeniero Budge, Partido de Lomas de Zamora, Buenos Aires, 1772, Argentina",Azamor,297,Lomas de Zamora (referencia),Buenos Aires,"Azamor, 297, Lomas de Zamora (referencia), Buenos Aires"
,,Celina de Minetto 1455,PP,81,240,317,349,25,666,3,-34.73714012765957,-58.433304265957446,"1455, Celina L. de Minetto, B1828HGV, Celina L. de Minetto, Villa Centenario, Buenos Aires, Argentina",Celina de Minetto,1455,Lomas de Zamora (referencia),Buenos Aires,"Celina de Minetto, 1455, Lomas de Zamora (referencia), Buenos Aires"
,,Bucarest 1722,PP,88,450,410,509,0,919,3,-34.7259688,-58.4466946,"1722, Bucarest, Villa Albertina, Ingeniero Budge, Partido de Lomas de Zamora, Buenos Aires, 1827, Argentina",Bucarest,1722,Lomas de Zamora (referencia),Buenos Aires,"Bucarest, 1722, Lomas de Zamora (referencia), Buenos Aires"
,,Soldado Britos 1451 Santa Catalina,PP,92,845,800,924,0,1724,3,-34.7426989,-58.4693588,"Unidad Sanitaria 2 De Abril De Lomas De Zamora, Soldado M. A. Zelarrayán, 1832, Soldado M. A. Zelarrayán, Buenos Aires, Argentina",Soldado Britos  Santa Catalina,1451,Lomas de Zamora (referencia),Buenos Aires,"Soldado Britos  Santa Catalina, 1451, Lomas de Zamora (referencia), Buenos Aires"
,,Facundo Quiroga 1370 Santa Catalina,PP,94,900,758,819,42,1577,3,-34.7484838,-58.473543,"Avenida General Juan Facundo Quiroga, Santa Catalina, Partido de Lomas de Zamora, Buenos Aires, 1839, Argentina",Facundo Quiroga  Santa Catalina,1370,Lomas de Zamora (referencia),Buenos Aires,"Facundo Quiroga  Santa Catalina, 1370, Lomas de Zamora (referencia), Buenos Aires"
,,Larrazabal 2879 Fiorito,PP,98,440,350,460,0,810,3,-34.6974909,-58.4445135,"Escuela Primaria 98, 2879, Larrazábal, Villa Fiorito, Partido de Lomas de Zamora, Buenos Aires, 1832, Argentina",Larrazabal  Fiorito,2879,Lomas de Zamora (referencia),Buenos Aires,"Larrazabal  Fiorito, 2879, Lomas de Zamora (referencia), Buenos Aires"
,,Campana 360 Fiorito,PP,63,650,500,590,30,1090,3,-34.7053968,-58.4417674,"Campana, Villa Fiorito, Partido de Lomas de Zamora, Buenos Aires, 1827, Argentina",Campana  Fiorito,360,Lomas de Zamora (referencia),Buenos Aires,"Campana  Fiorito, 360, Lomas de Zamora (referencia), Buenos Aires"
,,Pio Baroja 2054,JI,926,340,340,340,0,680,4,-34.7112413,-58.4484172,"Pío Baroja, Villa Fiorito, Partido de Lomas de Zamora, Buenos Aires, 1827, Argentina",Pio Baroja,2054,Lomas de Zamora (referencia),Buenos Aires,"Pio Baroja, 2054, Lomas de Zamora (referencia), Buenos Aires"
,,Larroque 2175,MS,4,210,540,560,0,1100,4,-34.7409839,-58.4266814,"Escuela Secundaria 4 - Parques Nacionales, 2175, Alberto Larroque, Villa Centenario, Partido de Lomas de Zamora, Buenos Aires, 1828, Argentina",Larroque,2175,Lomas de Zamora (referencia),Buenos Aires,"Larroque, 2175, Lomas de Zamora (referencia), Buenos Aires"
,,Saenz 450,MS,7,370,370,479,0,849,4,-34.7580002,-58.4027798,"450, Antonio Sáenz, Lomitas, Lomas de Zamora, Partido de Lomas de Zamora, Buenos Aires, B1832, Argentina",Saenz,450,Lomas de Zamora (referencia),Buenos Aires,"Saenz, 450, Lomas de Zamora (referencia), Buenos Aires"
,,Alberto Larroque 150,MS,12,600,0,680,0,680,4,-34.7452523,-58.3971841,"150, Avenida Alberto Larroque, Banfield, Partido de Lomas de Zamora, Buenos Aires, 1828, Argentina",Alberto Larroque,150,Lomas de Zamora (referencia),Buenos Aires,"Alberto Larroque, 150, Lomas de Zamora (referencia), Buenos Aires"
,,Dr Carlos Piocollivadino 267,MS,15,400,490,490,0,980,4,-34.75817462340425,-58.38674770425532,"267, Ignacio Pirovano, 1832, Ignacio Pirovano, Lomas de Zamora, Buenos Aires, Argentina",Dr Carlos Piocollivadino,267,Lomas de Zamora (referencia),Buenos Aires,"Dr Carlos Piocollivadino, 267, Lomas de Zamora (referencia), Buenos Aires"
,,Gabriel Miro 2480,MS,22,700,630,630,0,1260,4,-34.7099959,-58.4507691,"Gabriel Miró, Villa Fiorito, Partido de Lomas de Zamora, Buenos Aires, 1827, Argentina",Gabriel Miro,2480,Lomas de Zamora (referencia),Buenos Aires,"Gabriel Miro, 2480, Lomas de Zamora (referencia), Buenos Aires"
,,Pilar 120,MS,73,280,0,250,0,250,4,-34.7024067,-58.4402477,"Pilar, Villa Fiorito, Partido de Lomas de Zamora, Buenos Aires, 1827, Argentina",Pilar,120,Lomas de Zamora (referencia),Buenos Aires,"Pilar, 120, Lomas de Zamora (referencia), Buenos Aires"
,,Hipolito Yrigoyen 9428,MS,13,359,550,550,0,1100,4,-34.7654586,-58.4034059,"Escuela Secundaria 13 Perito Moreno, 9428, Avenida Hipólito Yrigoyen, Lomitas, Lomas de Zamora, Partido de Lomas de Zamora, Buenos Aires, B1832, Argentina",Hipolito Yrigoyen,9428,Lomas de Zamora (referencia),Buenos Aires,"Hipolito Yrigoyen, 9428, Lomas de Zamora (referencia), Buenos Aires"
,,Quesada 2610,MS,83,420,490,490,0,980,4,-34.7248631,-58.462946,"2610, Quesada, Ingeniero Budge, Partido de Lomas de Zamora, Buenos Aires, 1827, Argentina",Quesada,2610,Lomas de Zamora (referencia),Buenos Aires,"Quesada, 2610, Lomas de Zamora (referencia), Buenos Aires"
,,Manuel Castro 161,MT,1,370,700,700,0,1400,4,-34.7582812,-58.4035202,"161, Senador Manuel Castro, Lomitas, Lomas de Zamora, Partido de Lomas de Zamora, Buenos Aires, B1832, Argentina",Manuel Castro,161,Lomas de Zamora (referencia),Buenos Aires,"Manuel Castro, 161, Lomas de Zamora (referencia), Buenos Aires"
,,El Tordo 459,MT,3,435,800,700,36,1500,4,-34.7603175,-58.3535844,"El Tordo, San José, Partido de Lomas de Zamora, Buenos Aires, 1844, Argentina",El Tordo,459,Lomas de Zamora (referencia),Buenos Aires,"El Tordo, 459, Lomas de Zamora (referencia), Buenos Aires"
,,Gascon 150,MT,6,205,1196,1196,0,2392,4,-34.7470736,-58.3930963,"150, Gascón, Banfield, Partido de Lomas de Zamora, Buenos Aires, 1828, Argentina",Gascon,150,Lomas de Zamora (referencia),Buenos Aires,"Gascon, 150, Lomas de Zamora (referencia), Buenos Aires"
,,Pio Baroja 1802,MT,8,525,500,500,0,1000,4,-34.7288122,-58.4342531,"Pío Baroja, Villa Centenario, Partido de Lomas de Zamora, Buenos Aires, 1827, Argentina",Pio Baroja,1802,Lomas de Zamora (referencia),Buenos Aires,"Pio Baroja, 1802, Lomas de Zamora (referencia), Buenos Aires"
,,Sáenz 450,PP,1,275,0,350,0,350,4,-34.7580002,-58.4027798,"450, Antonio Sáenz, Lomitas, Lomas de Zamora, Partido de Lomas de Zamora, Buenos Aires, B1832, Argentina",Sáenz,450,Lomas de Zamora (referencia),Buenos Aires,"Sáenz, 450, Lomas de Zamora (referencia), Buenos Aires"
,,Los Robles 108,PP,26,430,460,460,0,920,4,-34.7652091,-58.4315099,"Escuela Paula Albarracín de Sarmiento, 108, Los Robles, Parque Barón, Lomas de Zamora, Partido de Lomas de Zamora, Buenos Aires, 1832, Argentina",Los Robles,108,Lomas de Zamora (referencia),Buenos Aires,"Los Robles, 108, Lomas de Zamora (referencia), Buenos Aires"
,,Pio Baroja2098,PP,67,650,650,650,0,1300,4,-34.7112413,-58.4484172,"Pío Baroja, Villa Fiorito, Partido de Lomas de Zamora, Buenos Aires, 1827, Argentina",Pio Baroja,2098,Lomas de Zamora (referencia),Buenos Aires,"Pio Baroja, 2098, Lomas de Zamora (referencia), Buenos Aires"
,,B.P. GaldosS 1998,PP,85,761,550,650,0,1200,4,-34.7083792,-58.4490397,"Benito Pérez Galdós, Villa Fiorito, Partido de Lomas de Zamora, Buenos Aires, 1827, Argentina",B.P. GaldosS,1998,Lomas de Zamora (referencia),Buenos Aires,"B.P. GaldosS, 1998, Lomas de Zamora (referencia), Buenos Aires"
,,Pilar 120,PP,86,628,460,460,0,920,4,-34.7024067,-58.4402477,"Pilar, Villa Fiorito, Partido de Lomas de Zamora, Buenos Aires, 1827, Argentina",Pilar,120,Lomas de Zamora (referencia),Buenos Aires,"Pilar, 120, Lomas de Zamora (referencia), Buenos Aires"
,,Gabriel Miro 2450,PP,90,620,300,450,0,750,4,-34.7099959,-58.4507691,"Gabriel Miró, Villa Fiorito, Partido de Lomas de Zamora, Buenos Aires, 1827, Argentina",Gabriel Miro,2450,Lomas de Zamora (referencia),Buenos Aires,"Gabriel Miro, 2450, Lomas de Zamora (referencia), Buenos Aires"
,,Vernet 281,PP,97,300,270,270,0,540,4,-34.7297857,-58.4196105,"281, Vernet, Villa Centenario, Partido de Lomas de Zamora, Buenos Aires, B1828HGV, Argentina",Vernet,281,Lomas de Zamora (referencia),Buenos Aires,"Vernet, 281, Lomas de Zamora (referencia), Buenos Aires"
,,Piaggio 402,Extensión,80,410,219,349,0,568,5,-34.7645,-58.409355,"402, Monseñor Piaggio, Lomas de Zamora, Partido de Lomas de Zamora, Buenos Aires, B1832, Argentina",Piaggio,402,Lomas de Zamora (referencia),Buenos Aires,"Piaggio, 402, Lomas de Zamora (referencia), Buenos Aires"
,,Santos Vega y Pareta,JI,915,75,100,100,0,200,5,-34.8066373,-58.4286211,"Santos Vega, 1851, Llavallol, Buenos Aires, Argentina",Santos Vega y Pareta,,Lomas de Zamora (referencia),Buenos Aires,"Santos Vega y Pareta, , Lomas de Zamora (referencia), Buenos Aires"
,,Moctezuma 498 San Jose Este,JI,923,170,0,198,0,198,5,-34.7501332,-58.3485061,"Moctezuma, B1844, San José, Buenos Aires, Argentina",Moctezuma  San Jose Este,498,Lomas de Zamora (referencia),Buenos Aires,"Moctezuma  San Jose Este, 498, Lomas de Zamora (referencia), Buenos Aires"
,,Anchorena 1460,JI,1380,60,0,120,0,120,5,-34.7652401,-58.3796219,"1460, Anchorena, Temperley, Partido de Lomas de Zamora, Buenos Aires, 1835, Argentina",Anchorena,1460,Lomas de Zamora (referencia),Buenos Aires,"Anchorena, 1460, Lomas de Zamora (referencia), Buenos Aires"
,,Martin Rodriguez 2244,JI CC,4,142,142,142,0,284,5,-34.7412514,-58.443969,"2244, Avenida General Martín Rodríguez, Barrio ODISA, Santa Marta, Villa Centenario, Partido de Lomas de Zamora, Buenos Aires, B1828HGV, Argentina",Martin Rodriguez,2244,Lomas de Zamora (referencia),Buenos Aires,"Martin Rodriguez, 2244, Lomas de Zamora (referencia), Buenos Aires"
,,Dr. Melber 2070,MS,84,176,176,296,0,472,5,-34.8080774,-58.424879,"Doctor Jorge Melber, Llavallol, Partido de Lomas de Zamora, Buenos Aires, 1851, Argentina",Dr. Melber,2070,Lomas de Zamora (referencia),Buenos Aires,"Dr. Melber, 2070, Lomas de Zamora (referencia), Buenos Aires"
,,San Blas 309,MS,3,230,555,555,0,1110,5,-34.7884916,-58.415456,"San Blas, Turdera, Partido de Lomas de Zamora, Buenos Aires, B1833, Argentina",San Blas,309,Lomas de Zamora (referencia),Buenos Aires,"San Blas, 309, Lomas de Zamora (referencia), Buenos Aires"
,,Sta Maria de Oro 44,MS,14,440,0,863,0,863,5,-34.7753118,-58.3951084,"Escuela Media N° 14 Tomás Espora, 44, Fray Justo Santa María de Oro, Temperley, Partido de Lomas de Zamora, Buenos Aires, 1834, Argentina",Sta Maria de Oro,44,Lomas de Zamora (referencia),Buenos Aires,"Sta Maria de Oro, 44, Lomas de Zamora (referencia), Buenos Aires"
,,Mercedes 450,MS,51,340,277,497,0,774,5,-34.807104,-58.421091,"Mercedes, Llavallol, Partido de Lomas de Zamora, Buenos Aires, 1836, Argentina",Mercedes,450,Lomas de Zamora (referencia),Buenos Aires,"Mercedes, 450, Lomas de Zamora (referencia), Buenos Aires"
,,MIguel Cané 1264,MS,61,147,0,350,0,350,5,-34.749442,-58.379099,"1264, Miguel Cané, Banfield, Partido de Lomas de Zamora, Buenos Aires, 1828, Argentina",MIguel Cané,1264,Lomas de Zamora (referencia),Buenos Aires,"MIguel Cané, 1264, Lomas de Zamora (referencia), Buenos Aires"
,,Piaggio 402,MS,80,0,255,340,0,595,5,-34.7645,-58.409355,"402, Monseñor Piaggio, Lomas de Zamora, Partido de Lomas de Zamora, Buenos Aires, B1832, Argentina",Piaggio,402,Lomas de Zamora (referencia),Buenos Aires,"Piaggio, 402, Lomas de Zamora (referencia), Buenos Aires"
,,Piaggio 402,PP,8,200,0,391,0,391,5,-34.7645,-58.409355,"402, Monseñor Piaggio, Lomas de Zamora, Partido de Lomas de Zamora, Buenos Aires, B1832, Argentina",Piaggio,402,Lomas de Zamora (referencia),Buenos Aires,"Piaggio, 402, Lomas de Zamora (referencia), Buenos Aires"
,,Pueyrredón 1840,PP,10,300,0,400,0,400,5,-34.7397238,-58.3894683,"1840, Pueyrredón, Banfield, Partido de Lomas de Zamora, Buenos Aires, 1828, Argentina",Pueyrredón,1840,Lomas de Zamora (referencia),Buenos Aires,"Pueyrredón, 1840, Lomas de Zamora (referencia), Buenos Aires"
,,Dr. Melber 2070,PP,23,625,0,688,0,688,5,-34.8080774,-58.424879,"Doctor Jorge Melber, Llavallol, Partido de Lomas de Zamora, Buenos Aires, 1851, Argentina",Dr. Melber,2070,Lomas de Zamora (referencia),Buenos Aires,"Dr. Melber, 2070, Lomas de Zamora (referencia), Buenos Aires"
,,Molina Arrotea 1505,PP,29,380,0,432,0,432,5,-34.7662836,-58.4205757,"1505, Avenida Carlos Molina Arrotea, Lomas de Zamora, Partido de Lomas de Zamora, Buenos Aires, B1834GMJ, Argentina",Molina Arrotea,1505,Lomas de Zamora (referencia),Buenos Aires,"Molina Arrotea, 1505, Lomas de Zamora (referencia), Buenos Aires"
,,Bucarest 1722,PP,30,370,0,298,0,298,5,-34.7259688,-58.4466946,"1722, Bucarest, Villa Albertina, Ingeniero Budge, Partido de Lomas de Zamora, Buenos Aires, 1827, Argentina",Bucarest,1722,Lomas de Zamora (referencia),Buenos Aires,"Bucarest, 1722, Lomas de Zamora (referencia), Buenos Aires"
,,Dr. Melber 2050,PP,34,300,350,350,0,700,5,-34.8080774,-58.424879,"Doctor Jorge Melber, Llavallol, Partido de Lomas de Zamora, Buenos Aires, 1851, Argentina",Dr. Melber,2050,Lomas de Zamora (referencia),Buenos Aires,"Dr. Melber, 2050, Lomas de Zamora (referencia), Buenos Aires"
,,San Blas 351,PP,35,205,0,241,0,241,5,-34.7839257,-58.4189399,"San Blas, Temperley, Partido de Lomas de Zamora, Buenos Aires, B1833, Argentina",San Blas,351,Lomas de Zamora (referencia),Buenos Aires,"San Blas, 351, Lomas de Zamora (referencia), Buenos Aires"
,,Azamor 232,CEC,805,219,219,340,0,559,6,-34.7117377,-58.4620268,"Azamor, Ingeniero Budge, Partido de Lomas de Zamora, Buenos Aires, 1827, Argentina",Azamor,232,Lomas de Zamora (referencia),Buenos Aires,"Azamor, 232, Lomas de Zamora (referencia), Buenos Aires"
,,Laprida 1573,EE,501,150,150,220,0,370,6,-34.7579547,-58.419562,"1573, Francisco Narciso de Laprida, Lomitas, Lomas de Zamora, Partido de Lomas de Zamora, Buenos Aires, 1870, Argentina",Laprida,1573,Lomas de Zamora (referencia),Buenos Aires,"Laprida, 1573, Lomas de Zamora (referencia), Buenos Aires"
,,Araguaya 957,JI,920,57,57,57,0,114,6,-34.7883504,-58.4208008,"Araguaya, Llavallol, Partido de Lomas de Zamora, Buenos Aires, B1836CXJ, Argentina",Araguaya,957,Lomas de Zamora (referencia),Buenos Aires,"Araguaya, 957, Lomas de Zamora (referencia), Buenos Aires"
,,Juan Zamora y Gabriela Mistral 653,JI,921,140,139,139,0,278,6,-34.7760296,-58.396796,"Estación Lomas de Zamora, Juan B. Péreuilh, 1834, Juan B. Péreuilh, Temperley, Buenos Aires, Argentina",Juan Zamora y Gabriela Mistral,653,Lomas de Zamora (referencia),Buenos Aires,"Juan Zamora y Gabriela Mistral, 653, Lomas de Zamora (referencia), Buenos Aires"
,,24 de Mayo 649,JI,928,139,0,139,0,139,6,-34.7657711,-58.4203864,"649, 24 de Mayo, Lomas de Zamora, Partido de Lomas de Zamora, Buenos Aires, B1832, Argentina",24 de Mayo,649,Lomas de Zamora (referencia),Buenos Aires,"24 de Mayo, 649, Lomas de Zamora (referencia), Buenos Aires"
,,Jacinto Benavente 498,JI,931,98,0,98,0,98,6,-34.7600346,-58.4342658,"498, Jacinto Benavente, Parque Barón, Partido de Lomas de Zamora, Buenos Aires, B1836CXJ, Argentina",Jacinto Benavente,498,Lomas de Zamora (referencia),Buenos Aires,"Jacinto Benavente, 498, Lomas de Zamora (referencia), Buenos Aires"
,,Campana 1216,JI,934,220,197,220,0,417,6,-34.7053968,-58.4417674,"Campana, Villa Fiorito, Partido de Lomas de Zamora, Buenos Aires, 1827, Argentina",Campana,1216,Lomas de Zamora (referencia),Buenos Aires,"Campana, 1216, Lomas de Zamora (referencia), Buenos Aires"
,,Araoz 1450,JI,907,130,0,134,0,134,6,-34.733857,-58.41478,"1450, Aráoz, Banfield, Partido de Lomas de Zamora, Buenos Aires, 1828, Argentina",Araoz,1450,Lomas de Zamora (referencia),Buenos Aires,"Araoz, 1450, Lomas de Zamora (referencia), Buenos Aires"
,,Mario Bravo 2133,JI CC,6,50,55,55,0,110,6,-34.7024082,-58.4455352,"Mario Bravo, Villa Fiorito, Partido de Lomas de Zamora, Buenos Aires, 1827, Argentina",Mario Bravo,2133,Lomas de Zamora (referencia),Buenos Aires,"Mario Bravo, 2133, Lomas de Zamora (referencia), Buenos Aires"
,,Morazan s/n entre Islandia y Australia,MS,43,300,300,300,0,600,6,-34.7158223,-58.4379927,"Islandia & Francisco de Morazan, Francisco de Morazán, 1827, Francisco de Morazán, Villa Fiorito, Buenos Aires, Argentina",Morazan s/n entre Islandia y Australia,,Lomas de Zamora (referencia),Buenos Aires,"Morazan s/n entre Islandia y Australia, , Lomas de Zamora (referencia), Buenos Aires"
,,Mentruyt 1825,MS,53,210,0,215,0,215,6,-34.7611377,-58.4010405,"Biblioteca Popular Antonio Mentruyt, 44, Italia, Lomitas, Lomas de Zamora, Partido de Lomas de Zamora, Buenos Aires, 1832, Argentina",Mentruyt,1825,Lomas de Zamora (referencia),Buenos Aires,"Mentruyt, 1825, Lomas de Zamora (referencia), Buenos Aires"
,,Laprida 1650,MS,60,116,0,153,0,153,6,-34.7298585,-58.4834842,"Raúl Llobera, Santa Catalina, Partido de Lomas de Zamora, Buenos Aires, B1839FDK, Argentina",Laprida,1650,Lomas de Zamora (referencia),Buenos Aires,"Laprida, 1650, Lomas de Zamora (referencia), Buenos Aires"
,,Ejercto de los Andes 1318,MS,74,155,300,300,0,600,6,-34.721747593617025,-58.44322211276595,"1318, Ejército de los Andes, 1827, Ejército de los Andes, Villa Centenario, Buenos Aires, Argentina",Ejercto de los Andes,1318,Lomas de Zamora (referencia),Buenos Aires,"Ejercto de los Andes, 1318, Lomas de Zamora (referencia), Buenos Aires"
,,Laprida 1650,PP,27,316,326,326,0,652,6,-34.7298585,-58.4834842,"Raúl Llobera, Santa Catalina, Partido de Lomas de Zamora, Buenos Aires, B1839FDK, Argentina",Laprida,1650,Lomas de Zamora (referencia),Buenos Aires,"Laprida, 1650, Lomas de Zamora (referencia), Buenos Aires"
,,Supe 1824,PP,33,350,0,376,0,376,6,-34.736825,-58.4112657,"Supe, Banfield, Partido de Lomas de Zamora, Buenos Aires, 1828, Argentina",Supe,1824,Lomas de Zamora (referencia),Buenos Aires,"Supe, 1824, Lomas de Zamora (referencia), Buenos Aires"
,,Islandia 650,PP,44,350,350,350,0,700,6,-34.7183016,-58.4423069,"Islandia, Villa Fiorito, Partido de Lomas de Zamora, Buenos Aires, 1827, Argentina",Islandia,650,Lomas de Zamora (referencia),Buenos Aires,"Islandia, 650, Lomas de Zamora (referencia), Buenos Aires"
,,El Tordo 233,PP,56,500,448,448,0,896,6,-34.7603175,-58.3535844,"El Tordo, San José, Partido de Lomas de Zamora, Buenos Aires, 1844, Argentina",El Tordo,233,Lomas de Zamora (referencia),Buenos Aires,"El Tordo, 233, Lomas de Zamora (referencia), Buenos Aires"
,,Núñez de Arce 1296,PP,84,413,446,415,0,861,6,-34.7225621,-58.4423637,"1296, Gaspar Núñez de Arce, Villa Centenario, Partido de Lomas de Zamora, Buenos Aires, 1827, Argentina",Núñez de Arce,1296,Lomas de Zamora (referencia),Buenos Aires,"Núñez de Arce, 1296, Lomas de Zamora (referencia), Buenos Aires"
,,El Plumerillo 769,PP,1009,250,0,250,0,250,6,-34.7209775,-58.428858,"769, El Plumerillo, Villa Centenario, Partido de Lomas de Zamora, Buenos Aires, 1827, Argentina",El Plumerillo,769,Lomas de Zamora (referencia),Buenos Aires,"El Plumerillo, 769, Lomas de Zamora (referencia), Buenos Aires"
,,Las Heras 2203,CEC,801,180,180,180,0,360,7,-34.745958,-58.4260827,"2203, Avenida Juan Gregorio de las Heras, Lomas de Zamora, Partido de Lomas de Zamora, Buenos Aires, B1828HGV, Argentina",Las Heras,2203,Lomas de Zamora (referencia),Buenos Aires,"Las Heras, 2203, Lomas de Zamora (referencia), Buenos Aires"
,,Ramon Falcon 780,EE,506,65,70,70,0,140,7,-34.7668979,-58.409431,"Escuela Especial 506, 780, Coronel Ramón Falcón, Lomitas, Lomas de Zamora, Partido de Lomas de Zamora, Buenos Aires, B1832, Argentina",Ramon Falcon,780,Lomas de Zamora (referencia),Buenos Aires,"Ramon Falcon, 780, Lomas de Zamora (referencia), Buenos Aires"
,,Pasaje González 40,EE,507,66,66,80,0,146,7,-34.76315005319149,-58.40399767446809,"40, María F. González, 1870, María F. González, Lomas de Zamora, Buenos Aires, Argentina",Pasaje González,40,Lomas de Zamora (referencia),Buenos Aires,"Pasaje González, 40, Lomas de Zamora (referencia), Buenos Aires"
,,Mascagni 395,JI,917,130,0,147,0,147,7,-34.751326,-58.4328872,"395, Pedro Mascagni, Lomas de Zamora, Partido de Lomas de Zamora, Buenos Aires, B1828HGV, Argentina",Mascagni,395,Lomas de Zamora (referencia),Buenos Aires,"Mascagni, 395, Lomas de Zamora (referencia), Buenos Aires"
,,Bustos 890,JI,937,170,170,170,0,340,7,-34.7604075,-58.4476759,"890, Bustos, Parque Barón, Partido de Lomas de Zamora, Buenos Aires, 1839, Argentina",Bustos,890,Lomas de Zamora (referencia),Buenos Aires,"Bustos, 890, Lomas de Zamora (referencia), Buenos Aires"
,,La Haya 2155,JI,939,175,160,160,0,320,7,-34.7291193,-58.4517145,"2155, La Haya, Villa Albertina, Partido de Lomas de Zamora, Buenos Aires, 1827, Argentina",La Haya,2155,Lomas de Zamora (referencia),Buenos Aires,"La Haya, 2155, Lomas de Zamora (referencia), Buenos Aires"
